file_name,brand,product_folder,doc_type,success,product_name,cas_numbers,missing_count,provider,model,input_tokens,output_tokens,cache_read_tokens,duration_ms,error,warnings
GENIOSIL STABILIZER T-SDS-en.pdf,GENIOSIL,GENIOSIL® STABILIZER T,SDS,True,GENIOSIL STABILIZER T,,13,google,gemini-2.5-flash,18284,4507,0,27395,,"The 'cas_numbers' attribute for the product is set to null as the document describes a mixture, and individual component CAS numbers are provided in 'chemical_components'.; The status for 'AREC' (South Korea) global inventory is not a clear 'listed in, or complies with' statement, but rather advises to 'Please approach your regular contact for more detailed information.'"
GENIOSIL-STABILIZER-T-TDS-en-2025.04.23.pdf,GENIOSIL,GENIOSIL® STABILIZER T,SDS,True,GENIOSIL® STABILIZER T,,18,google,gemini-2.5-flash,2370,1747,0,12812,,"The document is labeled as 'SDS' in the prompt, but its content structure is more akin to a Technical Data Sheet (TDS), lacking typical SDS sections (1-16) and specific GHS/UN data. This has resulted in several SDS-specific attributes being marked as missing.; Flash point, Color Index, and Ignition temperature values are explicitly stated as 'only intended as a guide and should not be used in preparing specifications', hence their 'is_specification' field is set to false."
GENIOSIL-WP-1-TDS-en-2025.03.12.pdf,GENIOSIL,GENIOSIL® WP 1,Brochure,True,GENIOSIL® WP 1,,14,google,gemini-2.5-flash,2714,1822,0,21292,,"Technical data values (Density, Flash point) are explicitly stated as 'only intended as a guide and should not be used in preparing specifications.' Therefore, `is_specification` is set to `false` for these values."
GENIOSIL® WP 1-SDS-en.pdf,GENIOSIL,GENIOSIL® WP 1,SDS,True,GENIOSIL® WP 1,,12,google,gemini-2.5-flash,10097,2375,0,21404,,"Section 2.1 states 'Not a hazardous substance or mixture' and Section 2.2 states 'No labeling according to GHS required' for the product, despite an EUH statement being present. The product also hydrolyses to form methanol (CAS-Nr. 67-56-1), which is classified as hazardous, but this is a hydrolysis product, not a direct GHS classification for the product itself.; The component '[(Dimethoxymethylsilyl)methyl]carbamic acid methyl ester' (CAS: 23432-65-7) is classified with Repr. 2 / H361d; Repr. 2 / H361f, but these are not listed as GHS statements for the overall product in Section 2."
GENIOSIL XL 10-SDS-en.pdf,GENIOSIL,GENIOSIL® XL 10,SDS,True,"GENIOSIL XL 10 *SMP,VARIOUS",2768-02-7,18,google,gemini-2.5-flash,91948,3479,0,62156,,"Purity for trimethoxyvinylsilane is given as '<=100 %', which is not a precise value.; Conflicting information on skin sensitisation: Section 2.1 classifies as 'Skin sensitisation, Category 1B', while Section 11.1.5 states 'Does not cause skin sensitization.' based on animal and human experience."
GENIOSIL-XL-10-TDS-en-2024.06.16.pdf,GENIOSIL,GENIOSIL® XL 10,SDS,True,GENIOSIL® XL 10,2768-02-7,15,google,gemini-2.5-flash,3211,1915,0,31332,,"The document is identified as an SDS in the prompt, but its content and structure (missing GHS statements in Section 2, missing UN number in Section 14, etc.) are more characteristic of a Technical Data Sheet (TDS). Extraction was performed based on the provided document content.; Values from the 'Technical data' table (Density, Flash Point, Purity) are explicitly stated as 'only intended as a guide and should not be used in preparing specifications', therefore 'is_specification' is set to false for these attributes."
WACKER SILANES FOR COATINGS APPLICATIONS.pdf,GENIOSIL,GENIOSIL® XL 10,Brochure,True,GENIOSIL® APTE,919-30-2,21,google,gemini-2.5-flash,4531,1240,0,27843,,
GENIOSIL-XT-120-TDS-en-2024.07.12.pdf,GENIOSIL,GENIOSIL® XT 120,Brochure,True,GENIOSIL® XT 120,,17,google,gemini-2.5-flash,2479,1932,0,31448,,Viscosity value '200' extracted from 'Technical data' table is missing a unit.
GENIOSIL® XT 120-SDS-en.pdf,GENIOSIL,GENIOSIL® XT 120,SDS,True,GENIOSIL® XT 120,,13,google,gemini-2.5-flash,12020,2288,0,28044,,"The product itself is not classified as hazardous according to GHS, but it contains hazardous components and hydrolyses to form methanol, which is classified concerning both physical and health hazards."
EXPAND THE LIMITS OF YOUR ADHESIVES – WITH GENIOSIL® XT.pdf,GENIOSIL,GENIOSIL® XT 50,Brochure,False,,,0,google,gemini-2.5-flash,0,0,0,40306,'list' object has no attribute 'items',
FORMULATING THE FUTURE WITH GENIOSIL®.pdf,GENIOSIL,GENIOSIL® XT 50,Brochure,True,GENIOSIL® Silane Modified Polymers,,17,google,gemini-2.5-flash,2856,1527,0,16395,,"Multiple specific grades (STP-E, WP, XB, XT, XM) are discussed within the GENIOSIL® product line, but only general information for the overall product line is extracted as per 'primary product only' rule.; Physical form 'Liquid' is inferred from descriptions of application methods ('rolled on or brushed over') and viscosity of formulations ('low viscosity').; Cure system information ('curing swiftly without the necessity of metal catalysts thanks to alpha chemistry') is specifically mentioned for GENIOSIL® XT grades.; Certifications mentioned (ETAG 005, D3, D4 standards) apply to formulations/end-products made with GENIOSIL® polymers, not the raw GENIOSIL® polymers themselves.; GHS statements are not provided for the raw material; the brochure only states that 'end-products contain no hazardous raw materials so that packaging does not require warning labels of any kind' (for STP-E) and 'packaging requires no hazard labelling' (for WP)."
GENIOSIL-XT-50-TDS-en-2024.07.12.pdf,GENIOSIL,GENIOSIL® XT 50,Brochure,True,GENIOSIL® XT 50,,17,google,gemini-2.5-flash,3049,1637,0,12128,,
GENIOSIL® XT 50-SDS-en.pdf,GENIOSIL,GENIOSIL® XT 50,SDS,False,,,0,google,gemini-2.5-flash,0,0,0,27435,"1 validation error for ExtractionResult
compliance.wiaw_status
  Input should be 'GREEN LIGHT', 'ATTENTION' or 'RED FLAG' [type=literal_error, input_value='This material is subject...CA 5 (e) Consent Order.', input_type=str]
    For further information visit https://errors.pydantic.dev/2.12/v/literal_error",
HIGH-PERFORMANCE SILICONES FOR TRANSMISSION AND DISTRIBUTION.pdf,POWERSIL,POWERSIL®,Brochure,True,POWERSIL® Fluid TR 50,,17,google,gemini-2.5-flash,25688,1322,0,24409,,"This brochure contains information on multiple Wacker silicone products and product lines. Data has been extracted for 'POWERSIL® Fluid TR 50' as a representative product due to the single JSON object output requirement.; The revision date '09.25' from '6787en/09.25' on page 54 is interpreted as a publication date for the brochure, not necessarily a product revision date.; All values from this brochure are assigned 'is_specification: false' as per the rule for brochure documents, even if presented in a table format."
POWERSIL-190-MH-TDS-en-2024.07.31.pdf,POWERSIL,POWERSIL® 190 MH,Brochure,True,POWERSIL® 190 MH,,17,google,gemini-2.5-flash,2864,1296,0,11289,,"The 'Technical data' table explicitly states: 'These figures are only intended as a guide and should not be used in preparing specifications.' Therefore, all values extracted from this table have 'is_specification: false' and 'confidence: medium'."
POWERSIL® 190 MH L8-16:C6:7040-SDS-en.pdf,POWERSIL,POWERSIL® 190 MH,SDS,True,POWERSIL® 190 MH L8-16/C6/7040,68909-20-6,10,google,gemini-2.5-flash,11534,3331,0,25736,,
POWERSIL-310-MH-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® 310 MH,Brochure,True,POWERSIL® 310 MH,,15,google,gemini-2.5-flash,2909,1821,0,42081,,"All values from the 'Technical data' table are explicitly stated as 'only intended as a guide and should not be used in preparing specifications'. Therefore, their confidence is set to 'low' and 'is_specification' to 'false'."
POWERSIL® 310 C6 MH L7-0:7040-SDS-en.pdf,POWERSIL,POWERSIL® 310 MH,Brochure,True,POWERSIL® 310 C6 MH L7-0/7040,,13,google,gemini-2.5-flash,10890,2578,0,24705,,"The product is a mixture and does not have a single CAS number. Methanol (CAS 67-56-1) is mentioned as a hydrolysis product, not a direct component of the mixture as supplied."
POWERSIL-352-MH-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® 352 MH,Brochure,True,POWERSIL® 352 MH,,14,google,gemini-2.5-flash,3058,1777,0,12065,,"Values from the 'Technical data' table on Page 2 are explicitly stated as 'only intended as a guide and should not be used in preparing specifications'. Therefore, confidence for these values is set to 'low' and 'is_specification' to 'false', despite being presented in a table format."
POWERSIL® 352 MH L7-0:C6:1013-SDS-en.pdf,POWERSIL,POWERSIL® 352 MH,SDS,True,POWERSIL® 352 MH L7-0/C6/1013,,13,google,gemini-2.5-flash,9133,3131,0,26526,,
POWERSIL 600 A-SDS-en.pdf,POWERSIL,POWERSIL® 600 A:B,SDS,True,"POWERSIL 600 A *SMP,VARIOUS",,13,google,gemini-2.5-flash,8418,2586,0,29078,,
POWERSIL 600 B-SDS-en.pdf,POWERSIL,POWERSIL® 600 A:B,SDS,False,,,0,google,gemini-2.5-flash,0,0,0,952677,Server disconnected without sending a response.,
POWERSIL-600-AB-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® 600 A:B,Brochure,True,POWERSIL® 600 A/B,,14,google,gemini-2.5-flash,3342,1965,0,15565,,
POWERSIL® 600 A:B-RPI-en.pdf,POWERSIL,POWERSIL® 600 A:B,SDS,True,POWERSIL® 600 A/B,,23,google,gemini-2.5-flash,2756,4065,0,47608,,"The document provided is a 'Regulatory Product Information' (RPI), not a 'Safety Data Sheet (SDS)' as stated in the prompt. Extraction is based on the RPI document content.; The prompt specified 'Target Attributes (33 fields)', but the detailed list provided only contains 27 unique attribute names. Extraction is based on the list of 27 attribute names."
POWERSIL-735-LIGHTGRAY-AB-TDS-en-2022.06.28.pdf,POWERSIL,POWERSIL® 735 LIGHTGREY A:B,Brochure,False,,,0,google,gemini-2.5-flash,0,0,0,21041,"1 validation error for ExtractionResult
chemical.chemical_components
  Input should be a valid list [type=list_type, input_value={'value': 'two-component ...se, 'test_method': None}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.12/v/list_type",
POWERSIL® 735 HELLGRAU A-SDS-en.pdf,POWERSIL,POWERSIL® 735 LIGHTGREY A:B,SDS,True,POWERSIL® 735 HELLGRAU A,,12,google,gemini-2.5-flash,7998,3179,0,25196,,"The product is a mixture, and no single CAS number is provided for the overall product. CAS numbers for individual components are listed under 'chemical_components'.; GHS statements are not applicable as the product is classified as 'Not a hazardous substance or mixture' and 'No labeling according to GHS required'.; UN number is not applicable as the product is 'Not regulated for transport'."
POWERSIL® 735 HELLGRAU B-SDS-en.pdf,POWERSIL,POWERSIL® 735 LIGHTGREY A:B,SDS,True,POWERSIL® 735 HELLGRAU B,,13,google,gemini-2.5-flash,8460,2305,0,28883,,No CAS numbers explicitly listed; Section 3.2 indicates trade secret and no ingredients above permitted limits.; Physical form is described as 'liquid' and 'paste'. 'paste' was chosen as more specific.
POWERSIL-79032-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® 79032,Brochure,True,POWERSIL® 79032,,19,google,gemini-2.5-flash,2936,1393,0,13516,,"The document explicitly states that figures in the tables are 'only intended as a guide and should not be used in preparing specifications', therefore confidence for these values is set to 'low' and 'is_specification' to 'false'."
POWERSIL® 79032-RPI-en.pdf,POWERSIL,POWERSIL® 79032,SDS,True,POWERSIL® 79032,,23,google,gemini-2.5-flash,2752,984,0,16733,,"The document provided is a 'Regulatory Product Information' (RPI), not a 'Safety Data Sheet (SDS)' as indicated in the prompt. Extraction followed RPI rules.; REACH SVHC information is referred to the Safety Data Sheet and is not present in this document.; Chemical Inventory Status is referred to the Safety Data Sheet and is not present in this document.; A URL for certificates is provided, but no specific certifications for the product are listed in this document."
POWERSIL® 79032-SDS-en.pdf,POWERSIL,POWERSIL® 79032,SDS,True,POWERSIL® 79032,,12,google,gemini-2.5-flash,15203,4221,0,37385,,"The product 'POWERSIL® 79032' is described as a mixture, and no single CAS number is provided for the mixture itself. Individual CAS numbers for hazardous components are listed under 'chemical_components'."
POWERSIL-FLUID-TR-50-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® FLUID TR 50,Brochure,True,POWERSIL FLUID TR 50,,15,google,gemini-2.5-flash,3119,1992,0,31733,,"The 'Technical data' table explicitly states 'These figures are only intended as a guide and should not be used in preparing specifications', therefore all values extracted from this table are marked with `confidence: low` and `is_specification: false`."
POWERSIL® FLUID TR 50-SDS-en.pdf,POWERSIL,POWERSIL® FLUID TR 50,SDS,True,POWERSIL® FLUID TR 50,,14,google,gemini-2.5-flash,8745,2302,0,27105,,"CAS number for Polydimethylsiloxane is generally known but not explicitly stated in the document. Following the rule to extract only explicitly stated facts, it is marked as missing.; The 'TR 50' in the product name might indicate a grade or viscosity, but it is not explicitly classified as a 'grade' in the document."
POWERSIL-INSULATOR-FINISH-TDS-en-2024.06.16.pdf,POWERSIL,POWERSIL® INSULATOR FINISH,Brochure,True,POWERSIL® INSULATOR FINISH,,18,google,gemini-2.5-flash,2936,1738,0,18812,,All values from 'Technical data' tables are explicitly stated as 'only intended as a guide and should not be used in preparing specifications'. Confidence set to 'low' and is_specification to 'false'.
POWERSIL® INSULATOR FINISH-SDS-en.pdf,POWERSIL,POWERSIL® INSULATOR FINISH,SDS,True,POWERSIL® INSULATOR FINISH,,12,google,gemini-2.5-flash,14492,3435,0,27778,,"The product is a mixture, so a single CAS number for the product is not applicable. Component CAS numbers are listed in 'chemical_components'.; Flash point for the product is 'exempt', but the document notes that hydrolysis products reduce the flash point and released acetic acid has explosion limits.; Cure system 'Acetoxy' is inferred from the presence of 'acetoxysilane cross-linker' and the formation of 'acetic acid' upon hydrolysis, as explicitly stated in the document."
POWERSIL PASTE AP-RPI-en.pdf,POWERSIL,POWERSIL® PASTE AP,SDS,True,"POWERSIL PASTE AP *SMP,VARIOUS",,24,google,gemini-2.5-flash,2854,936,0,11362,,"The document is a Regulatory Product Information (RPI) document, not an SDS. Many SDS-specific fields (e.g., CAS numbers, GHS statements, UN number, physical properties, global inventories) are explicitly stated as being in the Safety Data Sheet and are therefore not present here.; The document provides a URL for general certificates (https://www.wacker.com/cms/de/wacker_group/wacker_facts/ims/certificates/certificates.jsp) but does not list specific certifications for this product within the document itself."
POWERSIL PASTE AP-SDS-en.pdf,POWERSIL,POWERSIL® PASTE AP,SDS,True,"POWERSIL PASTE AP *SMP,VARIOUS",33204-76-1,13,google,gemini-2.5-flash,7527,2912,0,19869,,
POWERSIL-PASTE-AP-TDS-en-2025.01.28.pdf,POWERSIL,POWERSIL® PASTE AP,SDS,True,POWERSIL PASTE AP,,18,google,gemini-2.5-flash,2822,1325,0,20680,,"The document is labeled as 'SDS' in the prompt, but its content is clearly a TDS/Product Brochure, lacking typical SDS sections (2, 3, 9, 14, 15) for GHS, CAS, UN, etc. This leads to many missing attributes.; The 'Technical data' table explicitly states: 'These figures are only intended as a guide and should not be used in preparing specifications.' Therefore, 'is_specification' for values from this table (Density, Operating temperature) is set to 'false'."
PRODUCT OVERVIEW POLYMER DISPERSIONS.pdf,VINNAPAS,VINNAPAS®,Brochure,True,VINNAPAS® 502 ND,,21,google,gemini-2.5-flash,11524,1229,0,29283,,
SELF-LEVELING COMPOUNDS.pdf,VINNAPAS,VINNAPAS®,Brochure,True,VINNAPAS®,,19,google,gemini-2.5-flash,5750,1478,0,26590,,"The document discusses a product line (VINNAPAS®) and lists multiple specific grades in a table. Data extracted is for the general product line, with chemical components reflecting common types within the line.; The product URL provided is the general company website, not a specific product page.; EMICODE classification is mentioned as something the products 'meet', not a direct certification of the product line itself.; VINNAPAS® eco certification is for 'the majority of VINNAPAS® grades' and is based on a 'mass balance approach', not a universal certification for all VINNAPAS® products."
VINNAPAS-2012-E-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 2012 E,Brochure,True,VINNAPAS® 2012 E,,16,google,gemini-2.5-flash,2781,2615,0,26800,,"Values from 'General Characteristics' table are explicitly stated as guides and not for specifications, hence confidence is 'medium' and 'is_specification' is 'false'."
VINNAPAS® 2012 E-SDS-en.pdf,VINNAPAS,VINNAPAS® 2012 E,SDS,True,VINNAPAS® 2012 E,,16,google,gemini-2.5-flash,9047,2440,0,25207,,"CAS Numbers are not applicable as the product is a mixture and contains no hazardous ingredients above permitted limits.; Density is null as the product is a powder and 'no data available' for liquid density. Bulk density (350 - 550 kg/m³) was found in Section 9.2 but not mapped to the generic 'density' field.; Flash Point is null as it is explicitly stated as 'exempt' in Section 9.1.; UN Number is null as the product is explicitly stated as 'Not regulated for transport' in Section 14.; The status for AREC (K-REACH) is not explicitly 'listed in, or complies with' but rather 'Please approach your regular contact for more detailed information.', indicating relevance but not a definitive compliance statement."
VINNAPAS-5010-N-KOR-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 5010 N (KOR),Brochure,True,VINNAPAS® 5010 N (KOR),,15,google,gemini-2.5-flash,3031,2688,0,22832,,"The 'Particle size' attribute appears in both 'Specification' and 'General Characteristics' tables. The 'Specification' table provides a quantitative limit (max. 4% > 400 µm) which is used as a specification. The 'General Characteristics' table states 'max. > 400 µm' which is less clear on its meaning (e.g., max size of any particle, or max size of the majority of particles) and is not extracted as a separate quantitative value."
VINNAPAS® 5010 N (KOR)-SDS-en.pdf,VINNAPAS,VINNAPAS® 5010 N (KOR),SDS,True,VINNAPAS® 5010 N (KOR),,14,google,gemini-2.5-flash,7524,2442,0,27399,,
VINNAPAS-5044-N-ULS-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 5044 N (ULS),Brochure,True,VINNAPAS® 5044 N (ULS),,16,google,gemini-2.5-flash,3011,2375,0,23884,,"The document is a brochure, but contains an explicit 'Technical data Specification' table. Values from this table are treated with 'high' confidence and `is_specification: true`, overriding the general brochure rule for these specific attributes. Values from 'General Characteristics' are treated with 'medium' confidence and `is_specification: false` as per document's disclaimer."
VINNAPAS® 5044 N (KOR)-SDS-en.pdf,VINNAPAS,VINNAPAS® 5044 N (ULS),SDS,True,VINNAPAS® 5044 N (KOR),,12,google,gemini-2.5-flash,7892,3002,0,21725,,"No specific CAS numbers for hazardous ingredients were found as the product is described as a mixture with no ingredients above permitted limits.; The document states 'No labeling according to GHS required.' and 'Not a hazardous substance or mixture.', therefore no GHS H or P statements are extracted.; UN Number is explicitly stated as 'Not applicable' for all transport regulations in Section 14.1."
VINNAPAS-5047-T-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 5047 T,Brochure,True,VINNAPAS® 5047 T,,16,google,gemini-2.5-flash,2871,2079,0,21050,,"Values from the 'Specification' table are explicitly stated as 'only intended as a guide and should not be used in preparing specifications.' Therefore, their 'is_specification' is set to false and confidence to 'medium'."
VINNAPAS® 5047 T-SDS-en.pdf,VINNAPAS,VINNAPAS® 5047 T,SDS,True,VINNAPAS® 5047 T,,14,google,gemini-2.5-flash,8929,2607,0,21204,,"No CAS numbers were listed for hazardous components as per SDS Section 3.2.2, and the product is a mixture without a single CAS.; No GHS H/P statements were found as the product is not classified as a hazardous substance or mixture.; No UN number was found as the product is not regulated for transport."
VINNAPAS-5129-L-TDS-en-2025.05.26.pdf,VINNAPAS,VINNAPAS® 5129 L,Brochure,True,VINNAPAS® 5129 L,,17,google,gemini-2.5-flash,2894,2059,0,23644,,
VINNAPAS® 5129 L-SDS-en.pdf,VINNAPAS,VINNAPAS® 5129 L,SDS,True,VINNAPAS® 5129 L,,14,google,gemini-2.5-flash,9062,2298,0,17242,,
VINNAPAS-530-ND-TDS-en-2024.08.07.pdf,VINNAPAS,VINNAPAS® 530 ND,Brochure,True,VINNAPAS® 530 ND,,16,google,gemini-2.5-flash,3463,2669,0,29860,,
VINNAPAS® 530 ND-SDS-en.pdf,VINNAPAS,VINNAPAS® 530 ND,SDS,True,VINNAPAS® 530 ND,,11,google,gemini-2.5-flash,8346,3083,0,36972,,"{'attribute': 'temperature_range', 'warning': 'Only a minimum storage temperature (5 °C) was found, not a general operating temperature range. Attribute set to null.', 'source_section': '7.3', 'raw_string': 'Minimum temperature allowed during storage and transportation: 5 °C (41 °F)'}; {'attribute': 'cas_numbers', 'warning': ""No single CAS number was found for the main copolymer product. CAS numbers for trace components are listed under 'chemical_components'."", 'source_section': '3.1, 3.2'}; {'attribute': 'ghs_statements', 'warning': ""The product is classified as 'Not a hazardous substance or mixture' and 'No labeling according to GHS required'. No H or P statements were found."", 'source_section': '2.1, 2.2'}; {'attribute': 'un_number', 'warning': ""The product is 'Not regulated for transport', therefore no UN number is applicable."", 'source_section': '14.1'}"
VINNAPAS-550-ED-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 550 ED,Brochure,True,VINNAPAS® 550 ED,,16,google,gemini-2.5-flash,3305,1743,0,26479,,"Temperature range extracted refers to storage conditions, not application or operational temperature range."
VINNAPAS® 550 ED (BGH)-SDS-en.pdf,VINNAPAS,VINNAPAS® 550 ED,SDS,True,VINNAPAS® 550 ED (BGH),,14,google,gemini-2.5-flash,9145,2785,0,33411,,non utilisable; 5 °C; Substance ou mélange inoffensif. Un étiquetage SGH n'est pas nécessaire.
VINNAPAS-8812-T-TDS-en-2024.06.16.pdf,VINNAPAS,VINNAPAS® 8812 T,Brochure,True,VINNAPAS® 8812 T,,17,google,gemini-2.5-flash,2969,2185,0,26885,,"The 'Specification' table on Page 2 is explicitly labeled as such, but a disclaimer states 'These figures are only intended as a guide and should not be used in preparing specifications.' This creates ambiguity regarding whether the values are guaranteed specifications. Following the rule to mark `is_specification: true` for 'Specification Table' values, but noting the contradiction."
VINNAPAS® 8812 T -SDS-en.pdf,VINNAPAS,VINNAPAS® 8812 T,SDS,True,VINNAPAS® 8812 T,,13,google,gemini-2.5-flash,9229,2650,0,31536,,"{'attribute': 'density', 'reason': ""Document states 'Density: not applicable' in Section 9.1 but provides 'Bulk density: 450 - 650 kg/m³' in Section 9.2. Bulk density is extracted as density for this powder product."", 'source_section': '9.1, 9.2', 'raw_string': 'Density ................................................................. : not applicable\nBulk density .......................................................... : 450 - 650 kg/m³', 'confidence': 'medium'}; {'attribute': 'cas_numbers', 'reason': 'No single CAS number is provided for the main copolymer product. CAS numbers for trace impurities (HAPS, Prop 65) are present but not for the product itself.', 'source_section': '3.1, 3.2, 15.1, 15.2', 'raw_string': 'Chemical characterization Copolymer of:vinyl acetate+vinyl chloride+ethylene.\nThis material does not contain any ingredients above the permitted limit(s).', 'confidence': 'medium'}"
VINNAPAS-AF-875-TDS-en-2024.07.31.pdf,VINNAPAS,VINNAPAS® AF 875,CoA,True,VINNAPAS AF 875,,26,google,gemini-2.5-flash,2932,1565,0,26827,,"The document was identified as a Technical Data Sheet (TDS) based on its content and structure (Specification and General Characteristics tables), despite the user's prompt stating 'Document Type: Certificate of Analysis (CoA)'. Extraction rules for TDS were applied."
VINNAPAS® AF 875-SDS-en.pdf,VINNAPAS,VINNAPAS® AF 875,SDS,True,VINNAPAS® AF 875,,13,google,gemini-2.5-flash,11907,3272,0,22353,,"{'attribute': 'temperature_range', 'reason': ""The document provides a minimum storage temperature (0 °C) in Section 7.2, not a general operating or application temperature range. Therefore, 'temperature_range' is set to null."", 'source_section': 'SECTION 7: Handling and storage', 'raw_string': 'Minimum temperature allowed during storage and transportation: 0 °C'}; {'attribute': 'ghs_statements', 'reason': ""The product is classified as 'Not a hazardous substance or mixture' in Section 2.1, and 'No labeling according to GHS required' in Section 2.2. Only additional EUH statements are provided for the product itself. H-codes are listed for hazardous ingredients in Section 3.2.2, but not for the overall product."", 'source_section': 'SECTION 2: Hazards identification', 'raw_string': 'Not a hazardous substance or mixture.'}"
VINNAPAS® CONSTRUCTION DISPERSION.pdf,VINNAPAS,VINNAPAS®,Brochure,True,VINNAPAS® CONSTRUCTION DISPERSIONS,,18,google,gemini-2.5-flash,17126,2376,0,32146,,
VINNAPAS® SOLID RESINS – CLEAR ADVANTAGES FOR YOUR APPLICATION.pdf,VINNAPAS,VINNAPAS®,Brochure,True,VINNAPAS® B 1.5 SP,9003-20-7,14,google,gemini-2.5-flash,29629,1968,0,27020,,"The table on page 6-7 explicitly states: 'These data are intended as a guide and should not be used in preparing specifications.' Therefore, 'is_specification' is set to false for all values extracted from this table.; The revision date '11.25' from '7409en/11.25' is ambiguous and could represent a version number rather than a specific date. It is extracted as '11.25'."
VINNAPAS-eco-8251-XX-MB-TDS-en-2024.08.07.pdf,VINNAPAS,VINNAPAS® eco 8251 (XX MB),SDS,True,VINNAPAS® eco 8251 (XX MB),,17,google,gemini-2.5-flash,3100,1664,0,28335,,"The document provided is structured like a Technical Data Sheet (TDS) but was instructed to be processed as a Safety Data Sheet (SDS). Consequently, many SDS-specific attributes (e.g., GHS statements, UN number, CAS numbers, global inventories) are not present in the document and have been marked as missing.; The 'REDcert² mass balance approach' is mentioned for sustainability but is not treated as a product certification."
VINNAPAS® eco 8251 (XX MB)-SDS-en.pdf,VINNAPAS,VINNAPAS® eco 8251 (XX MB),SDS,True,VINNAPAS® eco 8251 (XX MB),,14,google,gemini-2.5-flash,8620,2577,0,19854,,"{'attribute': 'density', 'reason': ""Two density values found: '1,2 g/cm³' (true density) and '700 kg/m³' (bulk density). True density was selected for the 'density' attribute."", 'source_section': 'SECTION 9: Physical and chemical properties', 'raw_string': 'Density ................................................................. : 1,2 g/cm³ (EN/ISO 1183); Bulk density .......................................................... : 700 kg/m³ (DIN 53466)'}; {'attribute': 'temperature_range', 'reason': 'Only a maximum storage temperature was provided, not a full temperature range.', 'source_section': 'SECTION 7: Handling and storage', 'raw_string': 'Maximum temperature allowed during storage and transportation: 20 °C'}"
VINNAPAS-eco-EN-1024-XX-MB-TDS-en-2024.08.07.pdf,VINNAPAS,VINNAPAS® eco EN 1024 (XX MB),Brochure,True,VINNAPAS® eco EN 1024 (XX MB),,13,google,gemini-2.5-flash,3762,3062,0,25035,,
VINNAPAS® eco EN 1024 (XX MB)-SDS-en.pdf,VINNAPAS,VINNAPAS® eco EN 1024 (XX MB),SDS,True,VINNAPAS® eco EN 1024 (XX MB),,10,google,gemini-2.5-flash,9348,2687,0,30199,,"The 'grade' attribute was inferred as 'Technical' based on the product line and main application, as no explicit grade classification was provided.; The 'temperature_range' attribute was extracted from a minimum storage temperature, as no general application or service temperature range was explicitly stated."
